attribute,importance,model,method,dataset
V73,0.0017268445839874,RK_Prec,0,semeion
V74,0.0050235478806907,RK_Prec,0,semeion
V75,0.0004709576138147,RK_Prec,0,semeion
V76,0.002276295133438,RK_Prec,0,semeion
V77,0.0081632653061224,RK_Prec,0,semeion
V78,0.008712715855573,RK_Prec,0,semeion
V79,0.0025902668759811,RK_Prec,0,semeion
V80,0.0003139717425431,RK_Prec,0,semeion
V81,0.0030612244897959,RK_Prec,0,semeion
V82,0.0138932496075353,RK_Prec,0,semeion
V83,0.0016483516483516,RK_Prec,0,semeion
V84,0.0053375196232339,RK_Prec,0,semeion
V85,0.0018053375196232,RK_Prec,0,semeion
V86,0.0025117739403454,RK_Prec,0,semeion
V87,0.0,RK_Prec,0,semeion
V88,0.0,RK_Prec,0,semeion
V89,0.0034536891679749,RK_Prec,0,semeion
V90,0.0,RK_Prec,0,semeion
V91,0.0107535321821036,RK_Prec,0,semeion
V92,0.0115384615384615,RK_Prec,0,semeion
V93,0.01287284144427,RK_Prec,0,semeion
V94,0.0031397174254317,RK_Prec,0,semeion
V95,0.010989010989011,RK_Prec,0,semeion
V96,0.0551805337519623,RK_Prec,0,semeion
V97,0.004160125588697,RK_Prec,0,semeion
V98,0.0017268445839874,RK_Prec,0,semeion
V99,0.0030612244897959,RK_Prec,0,semeion
V100,0.0058869701726845,RK_Prec,0,semeion
V101,0.004552590266876,RK_Prec,0,semeion
V102,0.0081632653061224,RK_Prec,0,semeion
V103,0.0074568288854003,RK_Prec,0,semeion
V104,0.0,RK_Prec,0,semeion
V105,0.0,RK_Prec,0,semeion
V106,0.0014128728414443,RK_Prec,0,semeion
V107,0.0159340659340659,RK_Prec,0,semeion
V108,0.0,RK_Prec,0,semeion
V109,0.0032182103610675,RK_Prec,0,semeion
V110,0.0171899529042386,RK_Prec,0,semeion
V111,0.0032967032967033,RK_Prec,0,semeion
V112,0.0051020408163265,RK_Prec,0,semeion
V113,0.0021193092621664,RK_Prec,0,semeion
V114,0.0038461538461538,RK_Prec,0,semeion
V115,0.004160125588697,RK_Prec,0,semeion
V116,0.0,RK_Prec,0,semeion
V117,0.0012558869701727,RK_Prec,0,semeion
V118,0.0092621664050235,RK_Prec,0,semeion
V119,0.0025117739403454,RK_Prec,0,semeion
V120,0.0,RK_Prec,0,semeion
V121,0.0050235478806907,RK_Prec,0,semeion
V122,0.0018053375196232,RK_Prec,0,semeion
V123,0.0,RK_Prec,0,semeion
V124,0.0,RK_Prec,0,semeion
V125,0.0,RK_Prec,0,semeion
V126,0.0007064364207221,RK_Prec,0,semeion
V127,0.0005494505494505,RK_Prec,0,semeion
V128,0.0,RK_Prec,0,semeion
V129,0.0014128728414443,RK_Prec,0,semeion
V130,0.0095761381475667,RK_Prec,0,semeion
V131,0.0,RK_Prec,0,semeion
V132,0.0063579277864992,RK_Prec,0,semeion
V133,0.0,RK_Prec,0,semeion
V134,0.0070643642072213,RK_Prec,0,semeion
V135,0.006828885400314,RK_Prec,0,semeion
V136,0.0020408163265306,RK_Prec,0,semeion
V137,0.0,RK_Prec,0,semeion
V138,0.0010204081632653,RK_Prec,0,semeion
V139,0.0016483516483516,RK_Prec,0,semeion
V140,0.0010204081632653,RK_Prec,0,semeion
V141,0.0040816326530612,RK_Prec,0,semeion
V142,0.0070643642072213,RK_Prec,0,semeion
V143,0.0020408163265306,RK_Prec,0,semeion
V144,0.0021193092621664,RK_Prec,0,semeion
V145,0.0026687598116169,RK_Prec,0,semeion
V146,0.008712715855573,RK_Prec,0,semeion
V147,0.0021193092621664,RK_Prec,0,semeion
V148,0.0010204081632653,RK_Prec,0,semeion
V149,0.0043956043956044,RK_Prec,0,semeion
V150,0.0,RK_Prec,0,semeion
V151,0.0054945054945055,RK_Prec,0,semeion
V152,0.0059654631083203,RK_Prec,0,semeion
V153,0.0019623233908948,RK_Prec,0,semeion
V154,0.0076138147566719,RK_Prec,0,semeion
V155,0.0013343799058085,RK_Prec,0,semeion
V156,0.0023547880690738,RK_Prec,0,semeion
V157,0.0007849293563579,RK_Prec,0,semeion
V158,0.0054945054945055,RK_Prec,0,semeion
V159,0.0058084772370487,RK_Prec,0,semeion
V160,0.0039246467817896,RK_Prec,0,semeion
V161,0.0372056514913658,RK_Prec,0,semeion
V162,0.0208006279434851,RK_Prec,0,semeion
V163,0.001883830455259,RK_Prec,0,semeion
V164,0.0135792778649922,RK_Prec,0,semeion
V165,0.0,RK_Prec,0,semeion
V166,0.0046310832025118,RK_Prec,0,semeion
V167,0.006043956043956,RK_Prec,0,semeion
V168,0.0039246467817896,RK_Prec,0,semeion
V169,0.0,RK_Prec,0,semeion
V170,0.006436420722135,RK_Prec,0,semeion
V171,0.0012558869701727,RK_Prec,0,semeion
V172,0.0014913657770801,RK_Prec,0,semeion
V173,0.0012558869701727,RK_Prec,0,semeion
V174,0.0109105180533752,RK_Prec,0,semeion
V175,0.0021978021978022,RK_Prec,0,semeion
V176,0.0050235478806907,RK_Prec,0,semeion
V177,0.0085557299843014,RK_Prec,0,semeion
V178,0.0268445839874411,RK_Prec,0,semeion
V179,0.0047095761381476,RK_Prec,0,semeion
V180,0.0010204081632653,RK_Prec,0,semeion
V181,0.0017268445839874,RK_Prec,0,semeion
V182,0.0054160125588697,RK_Prec,0,semeion
V183,0.0038461538461538,RK_Prec,0,semeion
V184,0.0029827315541601,RK_Prec,0,semeion
V185,0.0018053375196232,RK_Prec,0,semeion
V186,0.0158555729984301,RK_Prec,0,semeion
V187,0.0010989010989011,RK_Prec,0,semeion
V188,0.0020408163265306,RK_Prec,0,semeion
V189,0.0020408163265306,RK_Prec,0,semeion
V190,0.0015698587127158,RK_Prec,0,semeion
V191,0.0033751962323391,RK_Prec,0,semeion
V192,0.0266875981161695,RK_Prec,0,semeion
V193,0.002276295133438,RK_Prec,0,semeion
V194,0.0146781789638932,RK_Prec,0,semeion
V195,0.0031397174254317,RK_Prec,0,semeion
V196,0.0024332810047096,RK_Prec,0,semeion
V197,0.0004709576138147,RK_Prec,0,semeion
V198,0.0,RK_Prec,0,semeion
V199,0.0015698587127158,RK_Prec,0,semeion
V200,0.0,RK_Prec,0,semeion
V201,0.0019623233908948,RK_Prec,0,semeion
V202,0.0014128728414443,RK_Prec,0,semeion
V203,0.0029827315541601,RK_Prec,0,semeion
V204,0.0,RK_Prec,0,semeion
V205,0.0019623233908948,RK_Prec,0,semeion
V206,0.0020408163265306,RK_Prec,0,semeion
V207,0.010989010989011,RK_Prec,0,semeion
V208,0.0055729984301413,RK_Prec,0,semeion
V209,0.0117739403453689,RK_Prec,0,semeion
V210,0.0038461538461538,RK_Prec,0,semeion
V211,0.0036891679748823,RK_Prec,0,semeion
V212,0.002276295133438,RK_Prec,0,semeion
V213,7.849293563579884e-05,RK_Prec,0,semeion
V214,0.0001569858712715,RK_Prec,0,semeion
V215,0.0018053375196232,RK_Prec,0,semeion
V216,0.0026687598116169,RK_Prec,0,semeion
V217,0.0066718995290424,RK_Prec,0,semeion
V218,0.0010989010989011,RK_Prec,0,semeion
V219,0.0007849293563579,RK_Prec,0,semeion
V220,0.0016483516483516,RK_Prec,0,semeion
V221,0.0006279434850863,RK_Prec,0,semeion
V222,0.0,RK_Prec,0,semeion
V223,0.0098901098901099,RK_Prec,0,semeion
V224,0.0097331240188383,RK_Prec,0,semeion
V225,0.0073783359497645,RK_Prec,0,semeion
V226,0.0032967032967033,RK_Prec,0,semeion
V227,0.0002354788069073,RK_Prec,0,semeion
V228,0.0083987441130298,RK_Prec,0,semeion
V229,0.0,RK_Prec,0,semeion
V230,0.0080062794348508,RK_Prec,0,semeion
V231,0.0080062794348509,RK_Prec,0,semeion
V232,0.0052590266875981,RK_Prec,0,semeion
V233,0.0003924646781789,RK_Prec,0,semeion
V234,0.0067503924646782,RK_Prec,0,semeion
V235,0.0098901098901099,RK_Prec,0,semeion
V236,0.0036891679748823,RK_Prec,0,semeion
V237,0.0007064364207221,RK_Prec,0,semeion
V238,0.0092621664050235,RK_Prec,0,semeion
V239,0.0098116169544741,RK_Prec,0,semeion
V240,0.0189167974882261,RK_Prec,0,semeion
V241,0.001883830455259,RK_Prec,0,semeion
V242,0.0036106750392465,RK_Prec,0,semeion
V243,0.0019623233908948,RK_Prec,0,semeion
V244,0.0018053375196232,RK_Prec,0,semeion
V245,0.0010204081632653,RK_Prec,0,semeion
V246,0.0044740973312402,RK_Prec,0,semeion
V247,0.002276295133438,RK_Prec,0,semeion
V248,0.0006279434850863,RK_Prec,0,semeion
V249,0.0038461538461538,RK_Prec,0,semeion
V250,0.0007849293563579,RK_Prec,0,semeion
V251,0.0039246467817896,RK_Prec,0,semeion
V252,0.0018053375196232,RK_Prec,0,semeion
V253,0.0009419152276295,RK_Prec,0,semeion
V254,0.0042386185243328,RK_Prec,0,semeion
V255,0.0058869701726845,RK_Prec,0,semeion
V256,0.0054945054945055,RK_Prec,0,semeion
V1,0.0200156985871271,RF_0_RK_Prec,0,semeion
V2,0.0153061224489796,RF_0_RK_Prec,0,semeion
V3,0.0097331240188383,RF_0_RK_Prec,0,semeion
V4,0.0065149136577708,RF_0_RK_Prec,0,semeion
V5,0.0090266875981162,RF_0_RK_Prec,0,semeion
V6,0.0055729984301413,RF_0_RK_Prec,0,semeion
V7,0.0033751962323391,RF_0_RK_Prec,0,semeion
V8,0.01287284144427,RF_0_RK_Prec,0,semeion
V9,0.0695447409733124,RF_0_RK_Prec,0,semeion
V10,0.0,RF_0_RK_Prec,0,semeion
V11,0.0081632653061224,RF_0_RK_Prec,0,semeion
V12,0.008320251177394,RF_0_RK_Prec,0,semeion
V13,0.0084772370486656,RF_0_RK_Prec,0,semeion
V14,0.0014913657770801,RF_0_RK_Prec,0,semeion
V15,0.0038461538461538,RF_0_RK_Prec,0,semeion
V16,0.0461538461538461,RF_0_RK_Prec,0,semeion
V17,0.0114599686028257,RF_0_RK_Prec,0,semeion
V18,0.0014128728414443,RF_0_RK_Prec,0,semeion
V19,0.0,RF_0_RK_Prec,0,semeion
V20,0.0,RF_0_RK_Prec,0,semeion
V21,0.0019623233908948,RF_0_RK_Prec,0,semeion
V22,0.0004709576138147,RF_0_RK_Prec,0,semeion
V23,0.0036106750392465,RF_0_RK_Prec,0,semeion
V24,0.0,RF_0_RK_Prec,0,semeion
V25,0.0,RF_0_RK_Prec,0,semeion
V26,0.0047880690737834,RF_0_RK_Prec,0,semeion
V27,0.004160125588697,RF_0_RK_Prec,0,semeion
V28,0.0008634222919937,RF_0_RK_Prec,0,semeion
V29,0.0032967032967033,RF_0_RK_Prec,0,semeion
V30,0.001883830455259,RF_0_RK_Prec,0,semeion
V31,0.0182888540031397,RF_0_RK_Prec,0,semeion
V32,0.0032182103610675,RF_0_RK_Prec,0,semeion
V33,0.0054945054945055,RF_0_RK_Prec,0,semeion
V34,0.006828885400314,RF_0_RK_Prec,0,semeion
V35,0.0040816326530612,RF_0_RK_Prec,0,semeion
V36,0.0051020408163265,RF_0_RK_Prec,0,semeion
V37,0.0003139717425431,RF_0_RK_Prec,0,semeion
V38,0.0032182103610675,RF_0_RK_Prec,0,semeion
V39,0.0074568288854003,RF_0_RK_Prec,0,semeion
V40,0.0019623233908948,RF_0_RK_Prec,0,semeion
V41,0.0019623233908948,RF_0_RK_Prec,0,semeion
V42,0.0007064364207221,RF_0_RK_Prec,0,semeion
V43,0.0065934065934066,RF_0_RK_Prec,0,semeion
V44,0.0043171114599686,RF_0_RK_Prec,0,semeion
V45,0.0054945054945055,RF_0_RK_Prec,0,semeion
V46,0.0058869701726845,RF_0_RK_Prec,0,semeion
V47,0.0125588697017268,RF_0_RK_Prec,0,semeion
V48,0.0463893249607535,RF_0_RK_Prec,0,semeion
V49,0.0,RF_0_RK_Prec,0,semeion
V50,0.0097331240188383,RF_0_RK_Prec,0,semeion
V51,0.004160125588697,RF_0_RK_Prec,0,semeion
V52,0.0047880690737834,RF_0_RK_Prec,0,semeion
V53,0.0015698587127158,RF_0_RK_Prec,0,semeion
V54,0.0014128728414443,RF_0_RK_Prec,0,semeion
V55,0.0020408163265306,RF_0_RK_Prec,0,semeion
V56,0.0020408163265306,RF_0_RK_Prec,0,semeion
V57,0.0021978021978022,RF_0_RK_Prec,0,semeion
V58,0.0032967032967033,RF_0_RK_Prec,0,semeion
V59,0.0031397174254317,RF_0_RK_Prec,0,semeion
V60,0.0071428571428571,RF_0_RK_Prec,0,semeion
V61,0.0029042386185243,RF_0_RK_Prec,0,semeion
V62,0.0019623233908948,RF_0_RK_Prec,0,semeion
V63,0.0004709576138147,RF_0_RK_Prec,0,semeion
V64,0.0005494505494505,RF_0_RK_Prec,0,semeion
V65,0.0299843014128728,RF_0_RK_Prec,0,semeion
V66,0.0077708006279435,RF_0_RK_Prec,0,semeion
V67,0.001883830455259,RF_0_RK_Prec,0,semeion
V68,0.0009419152276295,RF_0_RK_Prec,0,semeion
V69,0.0030612244897959,RF_0_RK_Prec,0,semeion
V70,0.0014913657770801,RF_0_RK_Prec,0,semeion
V71,0.0003139717425431,RF_0_RK_Prec,0,semeion
V72,0.0019623233908948,RF_0_RK_Prec,0,semeion
V73,0.0017268445839874,RF_0_RK_Prec,0,semeion
V74,0.0050235478806907,RF_0_RK_Prec,0,semeion
V75,0.0004709576138147,RF_0_RK_Prec,0,semeion
V76,0.002276295133438,RF_0_RK_Prec,0,semeion
V77,0.0081632653061224,RF_0_RK_Prec,0,semeion
V78,0.008712715855573,RF_0_RK_Prec,0,semeion
V79,0.0025902668759811,RF_0_RK_Prec,0,semeion
V80,0.0003139717425431,RF_0_RK_Prec,0,semeion
V81,0.0030612244897959,RF_0_RK_Prec,0,semeion
V82,0.0138932496075353,RF_0_RK_Prec,0,semeion
V83,0.0016483516483516,RF_0_RK_Prec,0,semeion
V84,0.0053375196232339,RF_0_RK_Prec,0,semeion
V85,0.0018053375196232,RF_0_RK_Prec,0,semeion
V86,0.0025117739403454,RF_0_RK_Prec,0,semeion
V87,0.0,RF_0_RK_Prec,0,semeion
V88,0.0,RF_0_RK_Prec,0,semeion
V89,0.0034536891679749,RF_0_RK_Prec,0,semeion
V90,0.0,RF_0_RK_Prec,0,semeion
V91,0.0107535321821036,RF_0_RK_Prec,0,semeion
V92,0.0115384615384615,RF_0_RK_Prec,0,semeion
V93,0.01287284144427,RF_0_RK_Prec,0,semeion
V94,0.0031397174254317,RF_0_RK_Prec,0,semeion
V95,0.010989010989011,RF_0_RK_Prec,0,semeion
V96,0.0551805337519623,RF_0_RK_Prec,0,semeion
V97,0.004160125588697,RF_0_RK_Prec,0,semeion
V98,0.0017268445839874,RF_0_RK_Prec,0,semeion
V99,0.0030612244897959,RF_0_RK_Prec,0,semeion
V100,0.0058869701726845,RF_0_RK_Prec,0,semeion
V101,0.004552590266876,RF_0_RK_Prec,0,semeion
V102,0.0081632653061224,RF_0_RK_Prec,0,semeion
V103,0.0074568288854003,RF_0_RK_Prec,0,semeion
V104,0.0,RF_0_RK_Prec,0,semeion
V105,0.0,RF_0_RK_Prec,0,semeion
V106,0.0014128728414443,RF_0_RK_Prec,0,semeion
V107,0.0159340659340659,RF_0_RK_Prec,0,semeion
V108,0.0,RF_0_RK_Prec,0,semeion
V109,0.0032182103610675,RF_0_RK_Prec,0,semeion
V110,0.0171899529042386,RF_0_RK_Prec,0,semeion
V111,0.0032967032967033,RF_0_RK_Prec,0,semeion
V112,0.0051020408163265,RF_0_RK_Prec,0,semeion
V113,0.0021193092621664,RF_0_RK_Prec,0,semeion
V114,0.0038461538461538,RF_0_RK_Prec,0,semeion
V115,0.004160125588697,RF_0_RK_Prec,0,semeion
V116,0.0,RF_0_RK_Prec,0,semeion
V117,0.0012558869701727,RF_0_RK_Prec,0,semeion
V118,0.0092621664050235,RF_0_RK_Prec,0,semeion
V119,0.0025117739403454,RF_0_RK_Prec,0,semeion
V120,0.0,RF_0_RK_Prec,0,semeion
V121,0.0050235478806907,RF_0_RK_Prec,0,semeion
V122,0.0018053375196232,RF_0_RK_Prec,0,semeion
V123,0.0,RF_0_RK_Prec,0,semeion
V124,0.0,RF_0_RK_Prec,0,semeion
V125,0.0,RF_0_RK_Prec,0,semeion
V126,0.0007064364207221,RF_0_RK_Prec,0,semeion
V127,0.0005494505494505,RF_0_RK_Prec,0,semeion
V128,0.0,RF_0_RK_Prec,0,semeion
V129,0.0014128728414443,RF_0_RK_Prec,0,semeion
V130,0.0095761381475667,RF_0_RK_Prec,0,semeion
V131,0.0,RF_0_RK_Prec,0,semeion
V132,0.0063579277864992,RF_0_RK_Prec,0,semeion
V133,0.0,RF_0_RK_Prec,0,semeion
V134,0.0070643642072213,RF_0_RK_Prec,0,semeion
V135,0.006828885400314,RF_0_RK_Prec,0,semeion
V136,0.0020408163265306,RF_0_RK_Prec,0,semeion
V137,0.0,RF_0_RK_Prec,0,semeion
V138,0.0010204081632653,RF_0_RK_Prec,0,semeion
V139,0.0016483516483516,RF_0_RK_Prec,0,semeion
V140,0.0010204081632653,RF_0_RK_Prec,0,semeion
V141,0.0040816326530612,RF_0_RK_Prec,0,semeion
V142,0.0070643642072213,RF_0_RK_Prec,0,semeion
V143,0.0020408163265306,RF_0_RK_Prec,0,semeion
V144,0.0021193092621664,RF_0_RK_Prec,0,semeion
V145,0.0026687598116169,RF_0_RK_Prec,0,semeion
V146,0.008712715855573,RF_0_RK_Prec,0,semeion
V147,0.0021193092621664,RF_0_RK_Prec,0,semeion
V148,0.0010204081632653,RF_0_RK_Prec,0,semeion
V149,0.0043956043956044,RF_0_RK_Prec,0,semeion
V150,0.0,RF_0_RK_Prec,0,semeion
V151,0.0054945054945055,RF_0_RK_Prec,0,semeion
V152,0.0059654631083203,RF_0_RK_Prec,0,semeion
V153,0.0019623233908948,RF_0_RK_Prec,0,semeion
V154,0.0076138147566719,RF_0_RK_Prec,0,semeion
V155,0.0013343799058085,RF_0_RK_Prec,0,semeion
V156,0.0023547880690738,RF_0_RK_Prec,0,semeion
V157,0.0007849293563579,RF_0_RK_Prec,0,semeion
V158,0.0054945054945055,RF_0_RK_Prec,0,semeion
V159,0.0058084772370487,RF_0_RK_Prec,0,semeion
V160,0.0039246467817896,RF_0_RK_Prec,0,semeion
V161,0.0372056514913658,RF_0_RK_Prec,0,semeion
V162,0.0208006279434851,RF_0_RK_Prec,0,semeion
V163,0.001883830455259,RF_0_RK_Prec,0,semeion
V164,0.0135792778649922,RF_0_RK_Prec,0,semeion
V165,0.0,RF_0_RK_Prec,0,semeion
V166,0.0046310832025118,RF_0_RK_Prec,0,semeion
V167,0.006043956043956,RF_0_RK_Prec,0,semeion
V168,0.0039246467817896,RF_0_RK_Prec,0,semeion
V169,0.0,RF_0_RK_Prec,0,semeion
V170,0.006436420722135,RF_0_RK_Prec,0,semeion
V171,0.0012558869701727,RF_0_RK_Prec,0,semeion
V172,0.0014913657770801,RF_0_RK_Prec,0,semeion
V173,0.0012558869701727,RF_0_RK_Prec,0,semeion
V174,0.0109105180533752,RF_0_RK_Prec,0,semeion
V175,0.0021978021978022,RF_0_RK_Prec,0,semeion
V176,0.0050235478806907,RF_0_RK_Prec,0,semeion
V177,0.0085557299843014,RF_0_RK_Prec,0,semeion
V178,0.0268445839874411,RF_0_RK_Prec,0,semeion
V179,0.0047095761381476,RF_0_RK_Prec,0,semeion
V180,0.0010204081632653,RF_0_RK_Prec,0,semeion
V181,0.0017268445839874,RF_0_RK_Prec,0,semeion
V182,0.0054160125588697,RF_0_RK_Prec,0,semeion
V183,0.0038461538461538,RF_0_RK_Prec,0,semeion
V184,0.0029827315541601,RF_0_RK_Prec,0,semeion
V185,0.0018053375196232,RF_0_RK_Prec,0,semeion
V186,0.0158555729984301,RF_0_RK_Prec,0,semeion
V187,0.0010989010989011,RF_0_RK_Prec,0,semeion
V188,0.0020408163265306,RF_0_RK_Prec,0,semeion
V189,0.0020408163265306,RF_0_RK_Prec,0,semeion
V190,0.0015698587127158,RF_0_RK_Prec,0,semeion
V191,0.0033751962323391,RF_0_RK_Prec,0,semeion
V192,0.0266875981161695,RF_0_RK_Prec,0,semeion
V193,0.002276295133438,RF_0_RK_Prec,0,semeion
V194,0.0146781789638932,RF_0_RK_Prec,0,semeion
V195,0.0031397174254317,RF_0_RK_Prec,0,semeion
V196,0.0024332810047096,RF_0_RK_Prec,0,semeion
V197,0.0004709576138147,RF_0_RK_Prec,0,semeion
V198,0.0,RF_0_RK_Prec,0,semeion
V199,0.0015698587127158,RF_0_RK_Prec,0,semeion
V200,0.0,RF_0_RK_Prec,0,semeion
V201,0.0019623233908948,RF_0_RK_Prec,0,semeion
V202,0.0014128728414443,RF_0_RK_Prec,0,semeion
V203,0.0029827315541601,RF_0_RK_Prec,0,semeion
V204,0.0,RF_0_RK_Prec,0,semeion
V205,0.0019623233908948,RF_0_RK_Prec,0,semeion
V206,0.0020408163265306,RF_0_RK_Prec,0,semeion
V207,0.010989010989011,RF_0_RK_Prec,0,semeion
V208,0.0055729984301413,RF_0_RK_Prec,0,semeion
V209,0.0117739403453689,RF_0_RK_Prec,0,semeion
V210,0.0038461538461538,RF_0_RK_Prec,0,semeion
V211,0.0036891679748823,RF_0_RK_Prec,0,semeion
V212,0.002276295133438,RF_0_RK_Prec,0,semeion
V213,7.849293563579884e-05,RF_0_RK_Prec,0,semeion
V214,0.0001569858712715,RF_0_RK_Prec,0,semeion
V215,0.0018053375196232,RF_0_RK_Prec,0,semeion
V216,0.0026687598116169,RF_0_RK_Prec,0,semeion
V217,0.0066718995290424,RF_0_RK_Prec,0,semeion
V218,0.0010989010989011,RF_0_RK_Prec,0,semeion
V219,0.0007849293563579,RF_0_RK_Prec,0,semeion
V220,0.0016483516483516,RF_0_RK_Prec,0,semeion
V221,0.0006279434850863,RF_0_RK_Prec,0,semeion
V222,0.0,RF_0_RK_Prec,0,semeion
V223,0.0098901098901099,RF_0_RK_Prec,0,semeion
V224,0.0097331240188383,RF_0_RK_Prec,0,semeion
V225,0.0073783359497645,RF_0_RK_Prec,0,semeion
V226,0.0032967032967033,RF_0_RK_Prec,0,semeion
V227,0.0002354788069073,RF_0_RK_Prec,0,semeion
V228,0.0083987441130298,RF_0_RK_Prec,0,semeion
V229,0.0,RF_0_RK_Prec,0,semeion
V230,0.0080062794348508,RF_0_RK_Prec,0,semeion
V231,0.0080062794348509,RF_0_RK_Prec,0,semeion
V232,0.0052590266875981,RF_0_RK_Prec,0,semeion
V233,0.0003924646781789,RF_0_RK_Prec,0,semeion
V234,0.0067503924646782,RF_0_RK_Prec,0,semeion
V235,0.0098901098901099,RF_0_RK_Prec,0,semeion
V236,0.0036891679748823,RF_0_RK_Prec,0,semeion
V237,0.0007064364207221,RF_0_RK_Prec,0,semeion
V238,0.0092621664050235,RF_0_RK_Prec,0,semeion
V239,0.0098116169544741,RF_0_RK_Prec,0,semeion
V240,0.0189167974882261,RF_0_RK_Prec,0,semeion
V241,0.001883830455259,RF_0_RK_Prec,0,semeion
V242,0.0036106750392465,RF_0_RK_Prec,0,semeion
V243,0.0019623233908948,RF_0_RK_Prec,0,semeion
V244,0.0018053375196232,RF_0_RK_Prec,0,semeion
V245,0.0010204081632653,RF_0_RK_Prec,0,semeion
V246,0.0044740973312402,RF_0_RK_Prec,0,semeion
V247,0.002276295133438,RF_0_RK_Prec,0,semeion
V248,0.0006279434850863,RF_0_RK_Prec,0,semeion
V249,0.0038461538461538,RF_0_RK_Prec,0,semeion
V250,0.0007849293563579,RF_0_RK_Prec,0,semeion
V251,0.0039246467817896,RF_0_RK_Prec,0,semeion
V252,0.0018053375196232,RF_0_RK_Prec,0,semeion
V253,0.0009419152276295,RF_0_RK_Prec,0,semeion
V254,0.0042386185243328,RF_0_RK_Prec,0,semeion
V255,0.0058869701726845,RF_0_RK_Prec,0,semeion
V256,0.0054945054945055,RF_0_RK_Prec,0,semeion
V1,0.020408163265306,SVC_0_RK_Prec,0,semeion
V2,0.0156200941915227,SVC_0_RK_Prec,0,semeion
V3,0.005651491365777,SVC_0_RK_Prec,0,semeion
V4,0.0109105180533751,SVC_0_RK_Prec,0,semeion
V5,0.0083987441130297,SVC_0_RK_Prec,0,semeion
V6,0.0055729984301412,SVC_0_RK_Prec,0,semeion
V7,0.003375196232339,SVC_0_RK_Prec,0,semeion
V8,0.0118524332810046,SVC_0_RK_Prec,0,semeion
V9,0.0713500784929355,SVC_0_RK_Prec,0,semeion
V10,0.0,SVC_0_RK_Prec,0,semeion
V11,0.0069858712715854,SVC_0_RK_Prec,0,semeion
V12,0.0085557299843013,SVC_0_RK_Prec,0,semeion
V13,0.007535321821036,SVC_0_RK_Prec,0,semeion
V14,0.0014913657770799,SVC_0_RK_Prec,0,semeion
V15,0.0038461538461537,SVC_0_RK_Prec,0,semeion
V16,0.0453689167974881,SVC_0_RK_Prec,0,semeion
V17,0.0122448979591836,SVC_0_RK_Prec,0,semeion
V18,0.003375196232339,SVC_0_RK_Prec,0,semeion
V19,0.0,SVC_0_RK_Prec,0,semeion
V20,0.0015698587127157,SVC_0_RK_Prec,0,semeion
V21,0.0019623233908947,SVC_0_RK_Prec,0,semeion
V22,0.0004709576138147,SVC_0_RK_Prec,0,semeion
V23,0.0036106750392464,SVC_0_RK_Prec,0,semeion
V24,0.0,SVC_0_RK_Prec,0,semeion
V25,0.0,SVC_0_RK_Prec,0,semeion
V26,0.005259026687598,SVC_0_RK_Prec,0,semeion
V27,0.0018053375196231,SVC_0_RK_Prec,0,semeion
V28,0.0008634222919936,SVC_0_RK_Prec,0,semeion
V29,0.0012558869701726,SVC_0_RK_Prec,0,semeion
V30,0.0,SVC_0_RK_Prec,0,semeion
V31,0.0158555729984301,SVC_0_RK_Prec,0,semeion
V32,0.0043171114599685,SVC_0_RK_Prec,0,semeion
V33,0.0054945054945054,SVC_0_RK_Prec,0,semeion
V34,0.0087912087912087,SVC_0_RK_Prec,0,semeion
V35,0.0065149136577707,SVC_0_RK_Prec,0,semeion
V36,0.0051020408163264,SVC_0_RK_Prec,0,semeion
V37,0.0003139717425431,SVC_0_RK_Prec,0,semeion
V38,0.0043956043956043,SVC_0_RK_Prec,0,semeion
V39,0.005259026687598,SVC_0_RK_Prec,0,semeion
V40,0.0019623233908947,SVC_0_RK_Prec,0,semeion
V41,0.0019623233908947,SVC_0_RK_Prec,0,semeion
V42,0.0003924646781789,SVC_0_RK_Prec,0,semeion
V43,0.0067503924646781,SVC_0_RK_Prec,0,semeion
V44,0.0043171114599685,SVC_0_RK_Prec,0,semeion
V45,0.0058869701726844,SVC_0_RK_Prec,0,semeion
V46,0.0069073783359497,SVC_0_RK_Prec,0,semeion
V47,0.0147566718995289,SVC_0_RK_Prec,0,semeion
V48,0.0472527472527472,SVC_0_RK_Prec,0,semeion
V49,0.0,SVC_0_RK_Prec,0,semeion
V50,0.0093406593406592,SVC_0_RK_Prec,0,semeion
V51,0.0016483516483515,SVC_0_RK_Prec,0,semeion
V52,0.0044740973312401,SVC_0_RK_Prec,0,semeion
V53,0.0015698587127157,SVC_0_RK_Prec,0,semeion
V54,0.0018053375196231,SVC_0_RK_Prec,0,semeion
V55,0.0003139717425431,SVC_0_RK_Prec,0,semeion
V56,0.0005494505494505,SVC_0_RK_Prec,0,semeion
V57,0.0030612244897958,SVC_0_RK_Prec,0,semeion
V58,0.0018053375196231,SVC_0_RK_Prec,0,semeion
V59,0.0010204081632652,SVC_0_RK_Prec,0,semeion
V60,0.007142857142857,SVC_0_RK_Prec,0,semeion
V61,0.0018053375196231,SVC_0_RK_Prec,0,semeion
V62,0.0019623233908947,SVC_0_RK_Prec,0,semeion
V63,0.0004709576138147,SVC_0_RK_Prec,0,semeion
V64,0.0005494505494505,SVC_0_RK_Prec,0,semeion
V65,0.0310047095761381,SVC_0_RK_Prec,0,semeion
